Parameter,Tests#,Patterns,Unit,HighL,LowL,mean_site3_devm_No1_loop5.stdf.gextb.csv,mean_site3_devm_No2_loop5.stdf.gextb.csv,mean_site3_devm_No3_loop5.stdf.gextb.csv,mean_site3_devm_No4_loop5.stdf.gextb.csv,mean_site3_devm_No5_loop5.stdf.gextb.csv
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VRF_IBIAS_TRIM,61066,,code,16,16,16.0,16.0,16.0,16.0,16.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VAUD18_ZC_TRIM,61067,,code,3,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VAUD18_CSPSLP_TRIM,61068,,code,15,0,6.0,6.0,8.0,7.0,7.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VAUD18_IBIAS_TRIM,61069,,code,16,16,16.0,16.0,16.0,16.0,16.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VRF11_VOTRIM,61070,,code,31,0,25.0,27.0,27.0,28.0,26.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VSRAM_VOTRIM,61071,,code,31,0,28.0,28.0,26.0,20.0,25.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.AUXADC_SW_GAIN_TRIM,61072,,code,32767,0,32684.0,32704.0,8.0,32633.0,32735.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.AUXADC_SW_OFFSET_TRIM,61073,,code,32767,0,50.0,48.0,56.0,56.0,53.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.EFUSE_GAIN_CH4_TRIM,61074,,code,4095,0,4080.0,4080.0,32.0,3937.0,4032.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.EFUSE_OFFSET_CH4_TRIM,61075,,code,2047,0,2043.0,43.0,21.0,75.0,80.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.EFUSE_GAIN_CH0_TRIM,61076,,code,4095,0,22.0,4064.0,17.0,3925.0,39.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.EFUSE_OFFSET_CH0_TRIM,61077,,code,2047,0,29.0,60.0,61.0,63.0,68.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.EFUSE_GAIN_CH7_TRIM,61078,,code,4095,0,972.0,896.0,1125.0,820.0,896.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.EFUSE_OFFSET_CH7_TRIM,61079,,code,2047,0,1644.0,1703.0,1643.0,1720.0,1727.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.AUXADC_JEITA_VOLT_HOT,61080,,code,1350,1350,1350.0,1350.0,1350.0,1350.0,1350.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.AUXADC_JEITA_VOLT_WARM,61081,,code,1508,1508,1508.0,1508.0,1508.0,1508.0,1508.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.AUXADC_JEITA_VOLT_COOL,61082,,code,2629,2629,2629.0,2629.0,2629.0,2629.0,2629.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.AUXADC_JEITA_VOLT_COLD,61083,,code,2995,2995,2995.0,2995.0,2995.0,2995.0,2995.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VA18_USA,61084,,code,0,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_HWZCV_USA,61085,,code,0,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VSRAM_NDIS_EN_USA,61086,,code,4,4,4.0,4.0,4.0,4.0,4.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VCORE_USA,61087,,code,5,5,5.0,5.0,5.0,5.0,5.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VIO18_USA,61088,,code,8,8,8.0,8.0,8.0,8.0,8.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VSRAM_USA,61089,,code,11,11,11.0,11.0,11.0,11.0,11.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_SRAM_SW_OFF_USA,61090,,code,14,14,14.0,14.0,14.0,14.0,14.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VLDO33_USA,61091,,code,17,17,17.0,17.0,17.0,17.0,17.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VRF_USA,61092,,code,20,20,20.0,20.0,20.0,20.0,20.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VAUD18_USA,61093,,code,31,31,31.0,31.0,31.0,31.0,31.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VRF11_USA,61094,,code,31,31,31.0,31.0,31.0,31.0,31.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_SEQ_LEN,61095,,code,22,22,22.0,22.0,22.0,22.0,22.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_SLOT_INTV_UP,61096,,code,0,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_PSPG_SHDN_EN,61097,,code,3,3,3.0,3.0,3.0,3.0,3.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_PSEQ_IVGEN_SEL,61098,,code,1,1,1.0,1.0,1.0,1.0,1.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_STRUP_LONG_PRESS_RESET_EXTEND,61099,,code,0,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_CPS_S0EXT_ENB,61100,,code,1,1,1.0,1.0,1.0,1.0,1.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_CPS_S0EXT_TD,61101,,code,0,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_SDN_DLY_ENB,61102,,code,0,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_CHRDET_DEB_TD,61103,,code,0,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.EFUSE_IVGEN_ENB_SEL,61104,,code,0,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_CO_EFUSE_RSV,61105,,code,0,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VRF_DSA,61106,,code,14,14,14.0,14.0,14.0,14.0,14.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_VRF11_DSA,61107,,code,31,31,31.0,31.0,31.0,31.0,31.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_ISINK_TRIM_BIAS,61108,,code,7,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_ICL_TRIM,61109,,code,63,0,33.0,35.0,33.0,35.0,34.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_ICL_TUNE_TRIM,61110,,code,3,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_BATCV_TRIM,61111,,code,255,0,15.0,207.0,14.0,15.0,14.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_FOFF_SYS_OVP_TRIM,61112,,code,1,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_FOFF_BAT_OVP_TRIM,61113,,code,1,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_SYSLDO_RSV_TRIM,61114,,code,255,0,16.0,144.0,144.0,16.0,16.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_CHRLDO_RSV_TRIM,61115,,code,255,0,33.0,33.0,33.0,33.0,1.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_ICC_IDAC_TRIM,61116,,code,63,0,30.0,26.0,21.0,33.0,26.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_ICC_TRIM_EN,61117,,code,1,1,1.0,1.0,1.0,1.0,1.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_IDAC_REVFET_TRIM,61118,,code,255,0,221.0,29.0,94.0,158.0,221.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_ITERM_IDAC_TRIM,61119,,code,32,32,32.0,32.0,32.0,32.0,32.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_ITERM_TRIM_EN,61120,,code,1,1,1.0,1.0,1.0,1.0,1.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_BATOC_IDAC_TRIM,61121,,code,32,32,32.0,32.0,32.0,32.0,32.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_BATOC_TRIM_EN,61122,,code,1,1,1.0,1.0,1.0,1.0,1.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_RSET_REF_SEL_TRIM,61123,,code,31,31,31.0,31.0,31.0,31.0,31.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_ICC_GAIN_TRIM,61124,,code,255,0,108.0,104.0,112.0,106.0,102.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_ITERM_GAIN_TRIM,61125,,code,255,0,103.0,103.0,99.0,102.0,103.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_EN_ICL_SFSTR,61126,,code,1,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.RG_EFUSE_RSET_HIGH_EN,61127,,code,1,1,1.0,1.0,1.0,1.0,1.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.AUXADC_EFUSE_DEGC_CALI,61128,,code,63,0,48.0,48.0,48.0,48.0,48.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.AUXADC_EFUSE_ADC_CALI_EN,61129,,code,1,1,1.0,1.0,1.0,1.0,1.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.AUXADC_EFUSE_O_VTS,61130,,code,4095,0,1595.0,1588.0,1593.0,1592.0,1592.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.AUXADC_EFUSE_O_SLOPE,61131,,code,63,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.AUXADC_EFUSE_O_SLOPE_SIGN,61132,,code,1,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.AUXADC_EFUSE_ID,61133,,code,1,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.CHIP_ID_0,61134,,code,65535,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.CHIP_ID_1,61135,,code,65535,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.CHIP_ID_2,61136,,code,65535,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.CHIP_ID_3,61137,,code,65535,0,0.0,0.0,0.0,0.0,0.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.FT_efuse_burn_bit_for_TE,61138,,code,1,1,1.0,1.0,1.0,1.0,1.0
Main.PmicTest.EfuseBlankCheck.EfuseA_EQC_Check.FT_efuse_burn_bit_for_digital_autoload,61139,,code,1,1,1.0,1.0,1.0,1.0,1.0
Main.PmicTest.BootUp.Adie_Boot_Up.I2C_RW_Test_Read_0x0016_1st,65000,,code,2,2,2.0,2.0,2.0,2.0,2.0
Main.PmicTest.BootUp.Adie_Boot_Up.I2C_RW_Test_Read_0x0016_2nd,65001,,code,4383,4383,4383.0,4383.0,4383.0,4383.0,4383.0
Main.PmicTest.BootUp.Adie_Boot_Up.I2C_RW_Test_Read_0x0024_1st,65002,,code,1,1,1.0,1.0,1.0,1.0,1.0
Main.PmicTest.BootUp.Adie_Boot_Up.I2C_RW_Test_Read_0x0024_2nd,65003,,code,0,0,0.0,0.0,0.0,0.0,0.0
Main.PLLGP.UPLL_312M_FQMTR.p[UPLL_312M_FQMTR:UPLL_312M].td,311012,,code,410,406,408.0,408.0,408.0,408.0,408.0
Main.PLLGP.UPLL_312M_FQMTR.p[UPLL_312M_FQMTR:UPLL_12M].td,311013,,code,402,398,400.6,400.4,400.6,400.4,400.6
Main.PLLGP.APLL1_45p1584M_FQMTR.p[APLL1_45p1584M_FQMTR:XPLL_45p1584M].td,311020,,MHz,46.06116,44.25484,45.14453,45.174998,45.154686000000005,45.16484200000001,45.154686000000005
Main.PLLGP.APLL2_49p152M_FQMTR.p[APLL2_49p152M_FQMTR:XPLL_49p152M].td,311021,,MHz,50.133,48.167,49.146094,49.15625,49.15625,49.135937999999996,49.135937999999996
Main.Flow_CapTouch.CPT03_CAP_SENSE.p[CPT03_CAP_SENSE:ADC_CH0].td,353000,,,64,-64,3.6,8.6,27.8,4.6,27.6
Main.Flow_CapTouch.CPT03_CAP_SENSE.p[CPT03_CAP_SENSE:ADC_LP].td,353001,,,192,-192,4.8,44.2,32.0,26.6,14.2
Main.Flow_CapTouch.CPT03_Current.p[CPT03_Current:I_VDIG18].td,353100,,uA,100,15,29.826442000000004,33.425076000000004,29.70924,28.746388000000003,30.394876
Main.Flow_CapTouch.CPT03_Current.p[CPT03_Current:I_VDIG18_LP].td,353101,,uA,90,6,29.906349999999996,33.12062400000001,29.658666,28.734560000000005,30.414808
Main.Audio.Flow_AudioDL.A31_D_NOR_16_SNDR_0dBFS.p[A31_D_NOR_16_SNDR_0dBFS:Amp_L_1P8V].td,370102,,V,2.42,2.09,2.2496388,2.2448808,2.2531146,2.2464354,2.2676692
Main.Audio.Flow_AudioDL.A31_D_NOR_16_SNDR_0dBFS.p[A31_D_NOR_16_SNDR_0dBFS:SNDR_L_1P8V].td,370103,,dB,120,80,88.968598,87.579058,88.81098399999999,88.10071,88.20244000000001
Main.Audio.Flow_AudioDL.A31_D_NOR_16_SNDR_0dBFS.p[A31_D_NOR_16_SNDR_0dBFS:SNR_L_1P8V].td,370104,,dB,120,82,90.611222,89.79766399999998,90.52046,89.763612,90.824044
Main.Audio.Flow_AudioDL.A31_D_NOR_16_SNDR_0dBFS.p[A31_D_NOR_16_SNDR_0dBFS:THD_L_1P8V].td,370105,,dB,120,80,94.02526800000001,91.75388199999999,93.980058,93.12069799999999,91.73877999999999
Main.Audio.Flow_AudioDL.A31_D_NOR_16_SNDR_0dBFS.p[A31_D_NOR_16_SNDR_0dBFS:Amp_R_1P8V].td,370106,,V,2.42,2.09,2.2611440000000003,2.2436024,2.2829515999999996,2.2562710000000004,2.266294
Main.Audio.Flow_AudioDL.A31_D_NOR_16_SNDR_0dBFS.p[A31_D_NOR_16_SNDR_0dBFS:SNDR_R_1P8V].td,370107,,dB,120,80,86.16471999999999,85.274692,86.755372,88.68018000000001,87.67799
Main.Audio.Flow_AudioDL.A31_D_NOR_16_SNDR_0dBFS.p[A31_D_NOR_16_SNDR_0dBFS:SNR_R_1P8V].td,370108,,dB,120,82,89.880234,87.202842,89.14327800000001,90.732834,90.225268
Main.Audio.Flow_AudioDL.A31_D_NOR_16_SNDR_0dBFS.p[A31_D_NOR_16_SNDR_0dBFS:THD_R_1P8V].td,370109,,dB,120,80,88.631186,89.871342,90.87926,93.03854,91.346226
Main.Audio.Flow_AudioDL.A32_D_NOR_16_SNDR_N60.p[A32_D_NOR_16_SNDR_N60:Amp_L_1P8V].td,370200,,mV,2.09,1.71,1.9457195999999999,1.9461047999999999,1.949964,1.9405329999999998,1.9548608
Main.Audio.Flow_AudioDL.A32_D_NOR_16_SNDR_N60.p[A32_D_NOR_16_SNDR_N60:SNDR_L_1P8V].td,370201,,dB,60,30,37.935186,35.366004000000004,36.092020000000005,38.831632,40.008648
Main.Audio.Flow_AudioDL.A32_D_NOR_16_SNDR_N60.p[A32_D_NOR_16_SNDR_N60:SNR_L_1P8V].td,370202,,dB,60,30,38.38245,35.707288,36.634798,39.371012,40.54847
Main.Audio.Flow_AudioDL.A32_D_NOR_16_SNDR_N60.p[A32_D_NOR_16_SNDR_N60:THD_L_1P8V].td,370203,,dB,60,30,48.076734,46.877778,45.668962,48.271725999999994,49.653968
Main.Audio.Flow_AudioDL.A32_D_NOR_16_SNDR_N60.p[A32_D_NOR_16_SNDR_N60:Amp_R_1P8V].td,370204,,mV,2.09,1.71,1.9587438,1.9498128000000001,1.9764043999999998,1.9520494000000004,1.9595414000000002
Main.Audio.Flow_AudioDL.A32_D_NOR_16_SNDR_N60.p[A32_D_NOR_16_SNDR_N60:SNDR_R_1P8V].td,370205,,dB,60,30,36.311628,35.533558,36.058076,38.150282,34.644614000000004
Main.Audio.Flow_AudioDL.A32_D_NOR_16_SNDR_N60.p[A32_D_NOR_16_SNDR_N60:SNR_R_1P8V].td,370206,,dB,60,30,36.834562,35.990896,36.508334000000005,38.713126,35.03988
Main.Audio.Flow_AudioDL.A32_D_NOR_16_SNDR_N60.p[A32_D_NOR_16_SNDR_N60:THD_R_1P8V].td,370207,,dB,60,30,45.86038,45.610735999999996,46.398176,47.356013999999995,45.282524
Main.Audio.Flow_AudioDL.A33_D_NOR_16_SNDR_DC.p[A33_D_NOR_16_SNDR_DC:DC_offset_L_1P8V].td,370300,,uV,300,-300,1.036493756,136.6763,149.15141999999997,328.0853,220.13262
Main.Audio.Flow_AudioDL.A33_D_NOR_16_SNDR_DC.p[A33_D_NOR_16_SNDR_DC:DC_offset_R_1P8V].td,370301,,uV,300,-300,1.2927155200000002,204.93484000000004,23.5195222,184.4989,25.230254000000002
Main.Audio.Flow_AudioDL.A35_D_LP_16_SNDR_0dBFS.p[A35_D_LP_16_SNDR_0dBFS:Amp_L_1P8V].td,370500,,V,2.42,2.09,2.2498228,2.2449947999999997,2.253305,2.2465091999999998,2.2676325999999998
Main.Audio.Flow_AudioDL.A35_D_LP_16_SNDR_0dBFS.p[A35_D_LP_16_SNDR_0dBFS:SNDR_L_1P8V].td,370501,,dB,120,80,87.23941400000001,87.233614,86.371276,87.44821400000001,87.72469799999999
Main.Audio.Flow_AudioDL.A35_D_LP_16_SNDR_0dBFS.p[A35_D_LP_16_SNDR_0dBFS:SNR_L_1P8V].td,370502,,dB,120,80,90.674962,89.51806200000001,88.83055999999999,90.06250399999999,91.07742999999998
Main.Audio.Flow_AudioDL.A35_D_LP_16_SNDR_0dBFS.p[A35_D_LP_16_SNDR_0dBFS:THD_L_1P8V].td,370503,,dB,120,80,89.95046399999998,91.316678,90.048934,90.96892600000001,90.440166
Main.Audio.Flow_AudioDL.A35_D_LP_16_SNDR_0dBFS.p[A35_D_LP_16_SNDR_0dBFS:Amp_R_1P8V].td,370504,,V,2.42,2.09,2.2614153999999997,2.243933,2.2830418,2.2564997999999994,2.2665408
Main.Audio.Flow_AudioDL.A35_D_LP_16_SNDR_0dBFS.p[A35_D_LP_16_SNDR_0dBFS:SNDR_R_1P8V].td,370505,,dB,120,80,84.62167600000001,84.432072,86.795582,86.456788,85.187278
Main.Audio.Flow_AudioDL.A35_D_LP_16_SNDR_0dBFS.p[A35_D_LP_16_SNDR_0dBFS:SNR_R_1P8V].td,370506,,dB,120,80,87.897946,86.767572,89.53133799999999,88.845158,88.2833
Main.Audio.Flow_AudioDL.A35_D_LP_16_SNDR_0dBFS.p[A35_D_LP_16_SNDR_0dBFS:THD_R_1P8V].td,370507,,dB,120,80,87.408072,88.317596,90.291606,90.21731600000001,88.32518400000001
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN01L_ACC_HP_CKF].td,371002,,MHz,6.825,6.175,6.5002604,6.5002598,6.50026,6.500260800000001,6.5002606
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN01L_ACC_HP_Power].td,371003,,dB,17,13,15.66594,15.732463999999998,15.674817999999998,15.770657999999997,15.713258000000002
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN01L_ACC_HP_SNR].td,371004,,dB,120,85,90.63774200000002,91.091862,90.476968,90.586496,90.632908
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN01L_ACC_HP_THD].td,371005,,dB,120,85,98.98843400000001,101.48486399999999,99.53017199999998,98.40514199999998,100.192442
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN01L_ACC_HP_SNDR].td,371006,,dB,120,85,90.022228,90.63732999999999,89.945752,89.896748,90.161424
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN01R_ACC_HP_CKF].td,371007,,MHz,6.825,6.175,6.5002588,6.500259799999999,6.5002622,6.5002598,6.5002594
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN01R_ACC_HP_Power].td,371008,,dB,17,13,15.606218000000002,15.635794,15.572064000000001,15.648805999999999,15.596616000000001
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN01R_ACC_HP_SNR].td,371009,,dB,120,85,91.371634,89.844514,90.621872,91.968644,90.454262
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN01R_ACC_HP_THD].td,371010,,dB,120,85,99.64354999999998,99.800956,100.48446200000001,100.695022,100.36688000000001
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN01R_ACC_HP_SNDR].td,371011,,dB,120,85,90.745582,89.39027,90.140842,91.409208,90.001544
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN23L_ACC_HP_CKF].td,371012,,MHz,6.825,6.175,6.5002591999999995,6.5002596,6.5002612,6.5002596,6.5002596
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN23L_ACC_HP_Power].td,371013,,dB,17,13,15.684678,15.726463999999998,15.672990000000002,15.750936000000001,15.706655999999999
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN23L_ACC_HP_SNR].td,371014,,dB,120,85,91.00137600000001,91.28081399999999,89.931764,91.616052,91.209008
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN23L_ACC_HP_THD].td,371015,,dB,120,85,101.19723400000001,101.25936,99.31382199999999,100.031594,99.915736
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN23L_ACC_HP_SNDR].td,371016,,dB,120,85,90.564966,90.81345999999999,89.419298,90.985522,90.65123799999999
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN23R_ACC_HP_CKF].td,371017,,MHz,6.825,6.175,6.5002598,6.5002594,6.5002591999999995,6.5002602,6.5002596
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN23R_ACC_HP_Power].td,371018,,dB,17,13,15.592504,15.613728,15.592358,15.658786000000001,15.616412
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN23R_ACC_HP_SNR].td,371019,,dB,120,85,90.482202,90.946494,90.16720199999999,90.384786,91.15489600000001
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN23R_ACC_HP_THD].td,371020,,dB,120,85,98.621264,99.301314,97.84710600000001,98.79644800000001,98.533168
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN23R_ACC_HP_SNDR].td,371021,,dB,120,85,89.84883199999999,90.29998400000001,89.428622,89.75910999999999,90.40356799999999
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN45L_ACC_HP_CKF].td,371022,,MHz,6.825,6.175,6.500260200000001,6.500259799999999,6.500259,6.50026,6.5002591999999995
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN45L_ACC_HP_Power].td,371023,,dB,17,13,15.685951999999997,15.733789999999999,15.687389999999999,15.759103999999999,15.715814
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN45L_ACC_HP_SNR].td,371024,,dB,120,85,90.86008000000001,91.34939,90.650476,90.41198,91.42405600000001
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN45L_ACC_HP_THD].td,371025,,dB,120,85,99.82109,100.023696,99.412294,99.46874399999999,100.654188
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN45L_ACC_HP_SNDR].td,371026,,dB,120,85,90.31311600000001,90.74366,90.09516799999999,89.83009000000001,90.906028
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN45R_ACC_HP_CKF].td,371027,,MHz,6.825,6.175,6.5002596,6.5002596,6.5002607999999995,6.50026,6.50026
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN45R_ACC_HP_Power].td,371028,,dB,17,13,15.610933999999997,15.629918,15.604792,15.675286,15.601378
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN45R_ACC_HP_SNR].td,371029,,dB,120,85,90.369904,91.647886,90.19654799999999,90.954658,90.61506
Main.Audio.Flow_AudioUL_AMIC.A10_AMIC_ACC_HP_SNDR.p[A10_AMIC_ACC_HP_SNDR:VIN45R_ACC_HP_THD].td,371030,,dB,120,85,100.041404,101.55583200000001,100.87099799999999,98.39275599999999,99.386356
